SpeciesName,Flower color,Flower sex,Flowering lag time: number of days from exposition start to flowering,Flowering requirement (requirement for fertility),Fruit type,Plant flowering,Plant growth form,Plant growth temperature range,Plant height,Plant human usage types,Plant lifespan (longevity),Plant lifespan: age trees reach in forested stands,Plant woodiness,Seed germination base temperature,Seed germination base water potential,Seed germination lag time,Seed germination requirement,Seed germination temperature,Seed germination type,Wood growth ring distinction
#Acacia baileyana F.Muell.,,,,,dry,,,,,,,,,,,,,,,
#Acacia dealbata Link,,,,,dry,,,,,,,,,,,,,,,
#Acacia decurrens Willd.,,,,,dry,,,,,,,,,,,,,,,
#Acacia elata A.Cunn. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia iteaphylla F.Muell. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia longifolia (Andrews) Willd.,,,,,dry,,,,,,,,,,,,,,,
#Acacia mearnsii De Wild.,,,,,dry,,,,,,,,,,,,,,,
#Acacia podalyriifolia A.Cunn. ex G.Don,,,,,dry,,,,,,,,,,,,,,,
#Acacia pycnantha Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia saligna (Labill.) H.L.Wendl.,,,,,dry,,,,,,,,,,,,,,,
#Acacia spectabilis A.Cunn. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Hakea sericea Schrad. & J.C.Wendl.,,,,,dry,,,,,,,,,,,,,,,
#Senna barclayana (Sweet) Randell,,,,,dry,,,,,,,,,,,,,,,
Rubus tenuidentatus,,,,,,,climber,,,,,,woody,,,,,,,
Rubus tephrodes,,,,,,,Shrub,,,,,,woody,,,,,,,
Rubus tephrodes Hance,,,,,,,shrub,,,,,,,,,,,,,
Rubus tereticaulis,weiß,hermaphroditic,,,aggregate drupelets,,shrub/woody,,,,,,woody,,,,,,,
Rubus teretiusculus,,,,,,,climber,,,,,,woody,,,,,,,
Rubus terraltanus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus tetricus,,,,,,,Shrub,,,,,,,,,,,,,
Rubus texanus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus thelybatos,blass rosa,hermaphroditic,,,aggregate drupelets,,climber,,,,,,woody,,,,,,,
Rubus thibetanus Franch.,,,,,,,shrub,,,,,,,,,,,,,
Rubus tholiformis,,,,,,,Shrub,,,,,,,,,,,,,
Rubus thomsonii,,,,,,,Climber,,,,,,,,,,,,,
Rubus thyrsiflorus,,,,,,,climber,,,,,,woody,,,,,,,
Rubus thyrsoides,,,,,,,Shrub,,,,,,,,,,,,,
Rubus tiliaster,weiß bis blass rosa,hermaphroditic,,,aggregate drupelets,,climber,,,,,,woody,,,,,,,
Rubus tinifolius C.Y. Wu ex T.T. Yu & L.T. Lu,,,,,,,shrub,,,,,,,,,,,,,
Rubus tomentosus,,,,,,,Shrub,,,,,,woody,,,,,,,
Rubus tomentosus var. canescens,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus trachyadenes,,,,,,,climber,,,,,,woody,,,,,,,
Rubus tracyi,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus transvaliensis,,,,,,,Free-standing,,,,,,,,,,,,,
Rubus transvestitus,,hermaphroditic,,,aggregate drupelets,,climber,,,,,,woody,,,,,,,
Rubus trelleckensis,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Rubus treutleri Hook. f.,,,,,,,shrub,,,,,,,,,,,,,
Rubus trianthus,,,,,,,climber,,,,,,W,,,,,,,
Rubus trianthus Focke,,,,,,,shrub,,,,,,W,,,,,,,
Rubus trichomallus,,,,,,,lianas,,,,,,,,,,,,,
Rubus tricolor,,,,,,,Climber,,,,,,,,,,,,,
Rubus tricolor Focke ex Prain,,,,,,,shrub,,,,,,,,,,,,,
Rubus trifidus,,,,,,,,,,,,,W,,,,,,,
Rubus trifidus Thunb.,,,,,,,,,,,,,W,,,,,,,
Rubus triflorus,,,,,,,Herbaceous dicots,,,,,,non-woody,,,,,,,
Rubus trifoliolatus,,,,,,,Free-standing,,,,,,,,,,,,,
Rubus trifrons,,,,,,,Shrub,,,,,,,,,,,,,
Rubus trijugus Focke,,,,,,,shrub,,,,,,,,,,,,,
Rubus trilobus,,,,,,,lianas,,,,,,,,,,,,,
Rubus triphyllus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus trivialis,,,,,,,Shrub,,,,,,woody,,,,,,,
Rubus truncifolius,,,,,,,climber,,,,,,woody,,,,,,,
Rubus trux,,,,,,,Shrub,,,,,,,,,,,,,
Rubus tsangii Merr.,,,,,,,shrub,,,,,,,,,,,,,
Rubus tsangiorum Hand.-Mazz.,,,,,,,shrub,,,,,,,,,,,,,
Rubus tuberculatus,weiß,hermaphroditic,,,aggregate drupelets,,shrub/woody,,,,,,woody,,,,,,,
Rubus tumularis,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus tygartensis,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus uber,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus ubericus,,hermaphroditic,,,aggregate drupelets,,climber,,,,,,woody,,,,,,,
Rubus ucetanus,,,,,,,Shrub,,,,,,,,,,,,,
Rubus udus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus uliginosus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus ulmifolius,rosa bis rot,hermaphroditic,,,aggregate drupelets,,always Spread climbing,,,,perennial,,1,,,,,,,
Rubus ulmifolius Schott,,dioecy,,,fleshy,,shrub (sub-),,,,,,W,,,,,,,
"Rubus ulmifolius Schott, 1818",,,,,,,,,,,WP,,,,,,,,,
Rubus ulmifolius var. inermis,,,,,,,"Vine, Subshrub",,,,,,,,,,,,,
Rubus ulmifolius var. ulmifolius,,,,,,,"Subshrub, Vine",,,,,,,,,,,,,
Rubus ulmilifolius,,,,,,,S,,,,,,,,,,,,,
Rubus ulterior,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus umilifolius,,,,,,,S,,,,,,,,,,,,,
Rubus unanimus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus uncinatus,,,,,,,climber,,,,,,woody,,,,,,,
Rubus uncus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus uniflorifer,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus uniformis,,,,,,,Shrub,,,,,,,,,,,,,
Rubus uniquus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus univocus,,,,,,,Shrub,,,,,,,,,,,,,
Rubus urbanianus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus ursinus,,,,,,,Lianas (wody climbers),,,,,,Y,,,,,,,
Rubus ursinus Cham. & Schltdl.,White,,,Medium,,,Subshrub,,,No,Perennial,,W,,,,No,,,
Rubus ursinus ssp. macropetalus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus ursinus ssp. ursinus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus ursinus ssp. ursinus var. sirbenus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus ursinus ssp. ursinus var. ursinus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus urticaefolius,,,,,,,lianas,,,,,,woody,,,,,,,
Rubus urticifolius,,,,,,,Climber,,,,,,woody,,,,,,,
Rubus urticifolius Poir.,,,,,,,No,,,,,,,,,,,,,
Rubus urticifolius Poir.,,,,,,,Shrub,,,,,,,,,,,,,
Rubus usus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus utchinensis,,,,,,,Climber,,,,,,woody,,,,,,,
Rubus uvidus,,,,,,,Shrub,,,,,,,,,,,,,
Rubus vagulus,,,,,,,Shrub,,,,,,,,,,,,,
Rubus vagus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus valentulus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus vallisparsus,,,,,,,climber,,,,,,woody,,,,,,,
Rubus vaniloquus,weiß,hermaphroditic,,,aggregate drupelets,,climber,,,,,,woody,,,,,,,
Rubus variispinus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus varus,,,,,,,Shrub,,,,,,,,,,,,,
Rubus vegrandis,,,,,,,Shrub,,,,,,,,,,,,,
Rubus velox,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus vepallidus,,,,,,,climber,,,,,,woody,,,,,,,
Rubus verae-crucis,,,,,,,lianas,,,,,,,,,,,,,
Rubus vermontanus,,,,,,,Shrub,,,,,,,,,,,,,
Rubus vestitus,rosarot oder weiß,hermaphroditic,,,aggregate drupelets,,Shrub,,,,,,Woody,,,,,,,
Rubus victorinii,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus vigilis,,,,,,,Shrub,,,,,,,,,,,,,
Rubus vigoratus,,,,,,,Shrub,,,,,,,,,,,,,
Rubus vigorosus,weiß oder blassrosa,hermaphroditic,,,aggregate drupelets,,shrub/woody,,,,,,woody,,,,,,,
Rubus vigorosus P.J.MÃ¼ll. & Wirtg.,,hermaphrodite,,,,,,,,,,,,,,,,,,
Rubus villarsianus,weiß,hermaphroditic,,,aggregate drupelets,,climber,,,,,,woody,,,,,,,
Rubus villicaulis,,,,,,,Shrub,,,,,,woody,,,,,,,
Rubus villicaulis Khler ex Weihe & Nees,,hermaphrodite,,,,,,,,,,,,,,,,,,
Rubus villosus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus virginianus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus viridifrons,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus virilis,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus viscosus,hellrosa bis rosarot,hermaphroditic,,,aggregate drupelets,,climber,,,,,,woody,,,,,,,
Rubus visurgianus,weiß,hermaphroditic,,,aggregate drupelets,,climber,,,,,,woody,,,,,,,
Rubus vitifolius,,,,,,,Shrub,,,,,,,,,,,,,
Rubus vitifolius var. eastwoodianus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus vitifolius var. titanus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus vitifolius var. vitifolius,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus vixalacer,,,,,,,Shrub,,,,,,,,,,,,,
Rubus vixargutus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus volkensii Engl.,white,,,,berry,,shrub,,,,,,,,,,,,,
Rubus vulcanicola,,,,,,,lianas,,,,,,,,,,,,,
Rubus vulgaris,weiß,hermaphroditic,,,aggregate drupelets,,shrub/woody,,,,,,woody,,,,,,,
Rubus wahlbergii,hellrosa,hermaphroditic,,,aggregate drupelets,,climber,,,,,,woody,,,,,,,
Rubus wahlii,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus wallichianus,,,,,,,Shrub,,,,,,,,,,,,,
Rubus wallichianus Wight & Arn.,,,,,,,shrub,,,,,,,,,,,,,
Rubus walsemannii,weiß,hermaphroditic,,,aggregate drupelets,,climber,,,,,,woody,,,,,,,
Rubus wangii F.P. Metcalf,,,,,,,shrub,,,,,,,,,,,,,
Rubus wardii Merr.,,,,,,,shrub,,,,,,,,,,,,,
Rubus wawushanensis T.T. Yu & L.T. Lu,,,,,,,shrub,,,,,,,,,,,,,
Rubus weberbaueri,,,,,,,lianas,,,,,,,,,,,,,
Rubus wessbergii,weiß bis rosa angehaucht,hermaphroditic,,,aggregate drupelets,,climber,,,,,,woody,,,,,,,
Rubus whartoniae,,,,,,,Shrub,,,,,,,,,,,,,
Rubus wheeleri,,,,,,,Shrub,,,,,,,,,,,,,
Rubus wheldonii,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Rubus wiegandii,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus wilsonii Duthie,,,,,,,shrub,,,,,,,,,,,,,
Rubus winteri,weiß oder rosa angehaucht,hermaphroditic,,,aggregate drupelets,,climber,,,,,,woody,,,,,,,
Rubus wirralensis,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Rubus wisconsinensis,,,,,,,Shrub,,,,,,,,,,,,,
Rubus wushanensis T.T. Yu & L.T. Lu,,,,,,,shrub,,,,,,,,,,,,,
Rubus wuzhianus L.T. Lu & Boufford,,,,,,,shrub,,,,,,,,,,,,,
Rubus x pseudidaeus,,hermaphroditic,,,,,,,,,,,,,,,,,,
Rubus xanthocarpus,,,,,,,no,,,,no,,,,,,,,,
Rubus xanthocarpus Bureau & Franch.,,,,,,,herb|shrub,,,,,,,,,,,,,
Rubus xanthoneurus,,,,,,,Climber,,,,,,,,,,,,,
Rubus xanthoneurus Focke,,,,,,,shrub,,,,,,,,,,,,,
Rubus xichouensis,,,,,,,Climber,,,,,,,,,,,,,
Rubus xichouensis T.T. Yu & L.T. Lu,,,,,,,shrub,,,,,,,,,,,,,
Rubus xiphophorus,blass rosa bis fast weiß,hermaphroditic,,,aggregate drupelets,,climber,,,,,,woody,,,,,,,
Rubus yanyunii Y.T. Chang & L.Y. Chen,,,,,,,shrub,,,,,,,,,,,,,
Rubus yiwuanus W.P. Fang,,,,,,,shrub,,,,,,,,,,,,,
Rubus yuliensis Y.C. Liu & F.Y. Lu,,,,,,,shrub,,,,,,,,,,,,,
Rubus yunanicus Kuntze,,,,,,,shrub,,,,,,,,,,,,,
Rubus zapulutus,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus zhaogoshanensis T.T. Yu & L.T. Lu,,,,,,,herb|shrub,,,,,,,,,,,,,
Rubus zoae,,,,,,,Subshrub,,,,,,,,,,,,,
Rubus_fruticosus,,,,,,,nonself,,,,,,,,,,,,,
Rubus_sp,,,,,,,nonself,,,,,,,,,,,,,
Rubus grayanus Maxim.,,,,,,,,,,,,,Woody,,,,,,,
Rubus koehneanus Focke,,,,,Berry,,,,,,,,,,,,,,,
Rubus sieboldii Bl.,,,,,,,,,,,,,Woody,,,,,,,
Rubus yabei Lev. et Vant.,,,,,Berry,,,,,,,,,,,,,,,
Rudbeckia,,,,,,,H,,,,,,,,,,,,,
Rudbeckia NA,,,,,,,"Forb/herb,Subshrub",,,,,,,,,,,,,
Rudbeckia acuminata,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia alismifolia,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Rudbeckia alpicola,,,,,,,Herb,,,,,,,,,,,,,
Rudbeckia ampla,,,,,,,non-succulent,,,,,,non-woody,,,,,,,
Rudbeckia amplectens,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia amplexicaulis,,,,,,,Herb,,,,,,,,,,,,,
Rudbeckia auriculata,,,,,,,Herb,,,,,,,,,,,,,
Rudbeckia beadlei,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia bicolor,,,,,,,herb/non-woody,,,,,,non-woody,,,,,,,
Rudbeckia brittonii,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia californica,,,,,,,Herb,,,,,,non-woody,,,,,,,
Rudbeckia chapmanii,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia columnaris,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia columnifera,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia deamii,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia divergens,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia floridana,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia foliosa,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia fulgida,,,,,,,herb,,,,perennial,,non-woody,,,,,,,
Rudbeckia fulgida var. deamii,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia fulgida var. fulgida,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia fulgida var. palustris,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia fulgida var. speciosa,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia fulgida var. umbrosa,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia glabra,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia glaucescens,,,,,,,Herb,,,,,,,,,,,,,
Rudbeckia globosa,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia gloriosa,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia graminifolia,,,,,,,Herb,,,,,,,,,,,,,
Rudbeckia grandiflora,,,,,,,Herb,,,,,,non-woody,,,,,,,
Rudbeckia grandiflora var. alismifolia,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Rudbeckia grandiflora var. grandiflora,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Rudbeckia heliopsidis,,,,,,,Herb,,,,,,,,,,,,,
Rudbeckia heterophylla,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Rudbeckia hirta,goldgelb und purpurbraun,hermaphroditic,,,nut,,herb,,0.3,,"always annual, always biennial",,non-woody,,,,,,,
Rudbeckia hirta L.,Orange,,,Medium,,,Forb/herb,,,No,"Annual, Biennial, Perennial",,,,,,No,,,
Rudbeckia hirta var. angustifolia,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia hirta var. floridana,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia hirta var. hirta,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia hirta var. pulcherrima,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia humilis,,,,,,,H,,,,,,non-woody,,,,,,,
Rudbeckia klamathensis,,,,,,,Herb,,,,,,,,,,,,,
Rudbeckia laciniata,gelb und gelbgrün,hermaphroditic,,,nut,,Stem erect,,0.8,,always pluriennial-pollakanthic,,non-woody,,,,,,,
Rudbeckia laciniata L.,Yellow,,,Low,,,"Subshrub, Forb/herb",,,No,Perennial,,,,,,No,,,
Rudbeckia laciniata var. ampla,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Rudbeckia laciniata var. bipinnata,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Rudbeckia laciniata var. digitata,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Rudbeckia laciniata var. heterophylla,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia laciniata var. laciniata,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Rudbeckia longipes,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia maxima,,,,,,,Herb,,,,,,non-woody,,,,,,,
Rudbeckia maxima Nutt.,Yellow,,,Medium,,,Forb/herb,,,No,Perennial,,,,,,No,,,
Rudbeckia missouriensis,,,,,,,Herb,,,,per,,,,,,,,,
Rudbeckia mohrii,,,,,,,Herb,,,,,,,,,,,,,
Rudbeckia mollis,,,,,,,Herb,,,,,,,,,,,,,
Rudbeckia montana,,,,,,,Herb,,,,,,,,,,,,,
Rudbeckia monticola,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia nitida,,,,,,,Herb,,,,,,non-woody,,,,,,,
Rudbeckia nitida Nutt.,Yellow,,,Low,,,Forb/herb,,,No,Perennial,,,,,,No,,,
Rudbeckia occidentalis,,,,,,,herb,,,,,,non-woody,,,,,,,
Rudbeckia pallida,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia palustris,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia pinnata,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia pinnatiloba,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia purpurea,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia rupestris,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia scabrifolia,,,,,,,Herb,,,,,,,,,,,,,
Rudbeckia sericea,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia serotina,,,,,,,Forbs,,,,perennial,,H,,,,,,,
Rudbeckia sp,,,,,,,herb,,,,,,non-woody,,,,,,,
Rudbeckia spathulata,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia speciosa,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia subtomentosa,,,,,,,Herb,,,,,,non-woody,,,,,,,
Rudbeckia sullivantii,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia tagetes,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia tenax,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia texana,,,,,,,Herb,,,,,,non-woody,,,,,,,
Rudbeckia triloba,,,,,,,Herb,,,,,,non-woody,,,,,,,
Rudbeckia triloba var. pinnatiloba,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia triloba var. rupestris,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia triloba var. triloba,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia truncata,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudbeckia umbrosa,,,,,,,Forb/herb,,,,,,,,,,,,,
Rudgea amazonica,,,,,,,Tree,,,,,,,,,,,,,
Rudgea amplexicaulis,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea angustissima,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea bracteata,,,,,,,tree,,,,,,woody,,,,,,,
Rudgea burchelliana Müll.Arg.,,,,,,,No,,,,,,,,,,,,,
Rudgea calycina,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea carolina,,,,,,,tree,,,,,,woody,,,,,,,
Rudgea cephalantha,,,,,,,Tree,,,,,,,,,,,,,
Rudgea ciliata,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea citrifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Rudgea clerodendroides,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea colombiana,,,,,,,Tree,,,,,,,,,,,,,
Rudgea cornifolia,,,,,,,tree,,,,,,woody,,,,,,,
Rudgea cornifolia (Kunth) Standl.,,,,,,,No,,,,,,,,,,,,,
Rudgea corymbulosa Benth.,,,,,,,No,,,,,,,,,,,,,
Rudgea crassiloba,,,,,,,Tree,,,,,,W,,,,,,,
Rudgea crassiloba (Benth.) B.L.Rob.,,,,,,,No,,,,,,,,,,,,,
Rudgea crassipetiolata,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea cryptantha,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea duidae,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea erioloba Benth.,,,,,,,No,,,,,,,,,,,,,
Rudgea fina,,,,,,,tree,,,,,,,,,,,,,
Rudgea fissistipula,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea frondosa S.Moore,,,,,,,No,,,,,,,,,,,,,
Rudgea gardneriana,,,,,,,Tree,,,,,,,,,,,,,
Rudgea goyazensis,,,,,,,Tree,,,,,,,,,,,,,
Rudgea graciliflora,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea grandifructa,,,,,,,Tree,,,,,,,,,,,,,
Rudgea guyanensis,,,,,,,Tree,,,,,,,,,,,,,
Rudgea hemisphaerica,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea hostmanniana,,,,,,,Tree,,,,,,,,,,,,,
Rudgea irregularis Müll.Arg.,,,,,,,No,,,,,,,,,,,,,
Rudgea isthmensis,,,,,,,free,,,,,,,,,,,,,
Rudgea japurensis,,,,,,,tree,,,,,,woody,,,,,,,
Rudgea jasminoides,,,,,,,Tree,,,,,,,,,,,,,
Rudgea jasminoides (Cham.) Müll.Arg.,,,,,,,No,,,,,,,,,,,,,
Rudgea justicioides,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea krukovii,,,,,,,Tree,,,,,,,,,,,,,
Rudgea laevis,,,,,,,Tree,,,,,,woody,,,,,,,
Rudgea laevis C.M. Taylor,,,,,,,Tree,,,,,,,,,,,,,
Rudgea lanceifolia,,,,,,,Tree,,,,,,,,,,,,,
Rudgea laurifolia,,,,,,,Herb/Shrub,,,,,,,,,,,,,
Rudgea longiflora,,,,,,,T,,,,,,,,,,,,,
Rudgea longiflora Benth.,,,,,,,No,,,,,,,,,,,,,
Rudgea longipes Standl.,,,,,,,No,,,,,,,,,,,,,
Rudgea lorentensis,,,,,,,,,,,,,W,,,,,,,
Rudgea loretensis,,,,,,,Shrub,,,,,,woody,,,,,,,
Rudgea major,,,,,,,Tree/Treelet,,,,,,,,,,,,,
Rudgea mcphersonii,,,,,,,Tree,,,,,,,,,,,,,
Rudgea mexiae,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea minor,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea monofructus,,,,,,,Tree,,,,,,,,,,,,,
Rudgea nodincho,,,,,,,tree,,,,,,,,,,,,,
Rudgea obesiflora,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea obtusa Standl.,,,,,,,No,,,,,,,,,,,,,
Rudgea palicoureoides (Mart.) Müll.Arg.,,,,,,,No,,,,,,,,,,,,,
Rudgea panamensis,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea panurensis,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea parquioides,,,,,,,Shrub,,,,,,woody,,,,,,,
Rudgea parquioides (Cham.) M.Arg.,,,,,,,shru,,,,,,,,,,,,,
Rudgea pendula,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea pittieri,,,,,,,SHRUB/TREE,,,,,,woody,,,,,,,
Rudgea poeppigii,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea racemosa,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea raveniana,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea recurva,,,,,,,Tree,,,,,,,,,,,,,
Rudgea reducticalyx,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea retifolia,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea sanblasensis,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea sessiliflora,,,,,,,woody,,,,,,woody,,,,,,,
Rudgea sessilis (Vell.) Müll.Arg.,,,,,,,No,,,,,,,,,,,,,
Rudgea skutchii,,,,,,,Tree,,,,,,,,,,,,,
Rudgea sororia,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea stipulacea,,,,,,,Shrub,,,,,,,,,,,,,
Rudgea tomentosa,,,,,,,Tree,,,,,,,,,,,,,
Rudgea trianae,,,,,,,Tree,,,,,,,,,,,,,
Rudgea trifurcata,,,,,,,Tree,,,,,,,,,,,,,
Rudgea vallis,,,,,,,Tree,,,,,,,,,,,,,
Rudgea verticillata,,,,,,,Tree,,,,,,,,,,,,,
Rudgea viburnoides,,,,,,,Tree,,,,,,W,,,,,,,
Rudgea viburnoides (Cham.) Benth.,,,,,,,No,,,,,,,,,,,,,
Rudgea villiflora,,,,,,,Tree,,,,,,W,,,,,,,
Rudgea villiiflora,,,,,,,T,,,,,,woody,,,,,,,
Rudgea woronovii,,,,,,,Shrub,,,,,,,,,,,,,
Rudolfiella aurantiaca,,,,,,,Epiphyte,,,,,,,,,,,,,
Rudolfiella bicornaria,,,,,,,Epiphyte,,,,,,,,,,,,,
Rudolfiella floribunda,,,,,,,Epiphyte,,,,,,H,,,,,,,
Rudolfiella lindmaniana,,,,,,,Epiphyte,,,,,,,,,,,,,
Rudolfiella peruviana,,,,,,,Epiphyte,,,,,,,,,,,,,
Rudolfiella picta,,,,,,,Epiphyte,,,,,,,,,,,,,
Rudolfiella saxicola,,,,,,,Herb/Epiphyte/Tree,,,,,,H,,,,,,,
Rueillia ciliosa,,,,,,,herb,,,,perennial,,,,,,,,,
Ruella humilis,,,,,,,grass,,,,,,,,,,,,,
Ruellia NA,,,,,,,"Forb/herb,Shrub,Subshrub",,,,,,,,,,,,,
Ruellia achimeniflora,,,,,,,Herb,,,,,,,,,,,,,
Ruellia adenocalyx Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia adenostachya Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia albiflora,,,,,,,Herb,,,,,,,,,,,,,
Ruellia albopurpurea,,,,,,,Free-standing,,,,,,,,,,,,,
