species|n|Q05|Q95|A|C|D|E|F|A18
Acacia shirleyi|832|11.1|12|2|3|0|0|0|0
Acacia sibilans|55|12|12|1|0|0|0|0|0
Acacia sibina|157|11.09|12|2|3|0|0|0|0
Acacia signata|79|11.07|12|2|3|0|0|0|0
Acacia silvestris|363|6.34|11.84|0|2|3|0|0|0
Acacia simplex|18|12|12|1|0|0|0|0|0
Acacia simsii|510|12|12|1|0|0|0|0|0
Acacia solenota|17|12|12|1|0|0|0|0|1
Acacia spania|22|12|12|1|0|0|0|0|0
Acacia sparsiflora|211|11.06|12|2|3|0|0|0|0
Acacia speckii|31|12|12|1|0|0|0|0|0
Acacia spectabilis|695|8.32|12|2|3|0|0|0|0
Acacia spectra|2|12|12|1|0|0|0|0|0
Acacia spirorbis|109|12|12|1|0|0|0|0|0
Acacia splendens|7|12|12|1|0|0|0|0|0
Acacia steedmanii|111|11|12|2|3|0|0|0|0
Acacia stenophylla|2376|10.23|12|2|3|0|0|0|0
Acacia stipuligera|626|12|12|1|0|0|0|0|0
Acacia storyi|28|12|12|1|0|0|0|0|0
Acacia striatifolia|53|11.08|12|2|3|0|0|0|0
Acacia stricta|2330|6.55|12|2|9|3|0|0|0
Acacia strongylophylla|151|11.02|12|2|3|0|0|0|0
Acacia subporosa|149|9.53|12|2|3|0|0|0|0
Acacia subtessarogona|54|12|12|1|0|0|0|0|0
Acacia subtilinervis|151|7.48|12|2|9|3|0|0|0
Acacia subulata|154|7.65|12|2|9|3|0|0|0
Acacia symonii|30|11.03|12|2|3|0|0|0|0
Acacia synchronicia|217|12|12|1|0|0|0|0|0
Acacia synoria|6|12|12|1|0|0|0|0|0
Acacia tenuinervis|56|12|12|1|0|0|0|0|0
Acacia tenuispica|39|12|12|1|0|0|0|0|0
Acacia tenuissima|664|12|12|1|0|0|0|0|0
Acacia tephrina|170|12|12|1|0|0|0|0|0
Acacia terminalis|6049|6.48|12|2|9|3|0|0|0
Acacia tessellata|91|8.07|12|2|3|0|0|0|0
Acacia tetragonophylla|3778|10.31|12|2|3|0|0|0|0
Acacia thomsonii|101|12|12|1|0|0|0|0|0
Acacia torulosa|812|12|12|1|0|0|0|0|0
Acacia trachycarpa|176|12|12|1|0|0|0|0|0
Acacia trachyphloia|186|7|12|2|9|3|0|0|0
Acacia trinalis|12|12|12|1|0|0|0|0|0
Acacia trinervata|150|8.15|12|2|3|0|0|0|0
Acacia trineura|214|9|11.82|0|1|0|0|0|0
Acacia triptera|599|8.16|12|2|3|0|0|0|0
Acacia triptycha|60|11.05|12|2|3|0|0|0|0
Acacia tropica|137|12|12|1|0|0|0|0|0
Acacia tumida|634|12|12|1|0|0|0|0|0
Acacia tysonii|82|12|12|1|0|0|0|0|0
Acacia uncifera|59|12|12|1|0|0|0|0|0
Acacia uncifolia|219|9.14|12|2|3|0|0|0|0
Acacia undoolyana|26|12|12|1|0|0|0|0|0
Acacia unguicula|2|12|12|1|0|0|0|0|0
Acacia verniciflua|2902|6.38|11.03|0|2|3|0|0|0
Acacia veronica|9|10|12|2|3|0|0|0|0
Acacia verricula|143|11.06|12|2|3|0|0|0|0
Acacia verticillata|7752|6.04|11.8|0|2|3|0|0|0
Acacia vestita|198|6.54|10.32|0|2|3|0|0|0
Acacia victoriae|4777|9|12|2|3|0|0|0|0
Acacia viscidula|421|7.39|12|2|9|3|0|0|0
Acacia wanyu|80|12|12|1|0|0|0|0|0
Acacia wardellii|44|12|12|1|0|0|0|0|0
Acacia wattsiana|199|9|11.78|0|1|0|0|0|0
Acacia websteri|9|11|12|2|3|0|0|0|0
Acacia wetarensis|5|12|12|1|0|0|0|0|0
Acacia wilcoxii|4|12|12|1|0|0|0|0|0
Acacia willingii|1|12|12|1|0|0|0|0|0
Acacia wrightii|3|12|12|1|0|0|0|0|0
Acacia xanthina|69|12|12|1|0|0|0|0|0
Acacia xiphophylla|118|12|12|1|0|0|0|0|0
Acacia yorkrakinensis|194|11|12|2|3|0|0|0|0
Acaciella angustissima|1486|9.18|12|2|3|0|0|0|0
Acaciella bicolor|12|12|12|1|0|0|0|0|0
Acaciella chamelensis|3|12|12|1|0|0|0|0|0
Acaciella glauca|27|12|12|1|0|0|0|0|0
Acaciella goldmanii|201|12|12|1|0|0|0|0|0
Acaciella rosei|26|12|12|1|0|0|0|0|0
Acaciella villosa|99|9.24|12|2|3|0|0|0|0
Acalypha acrogyna|8|12|12|1|0|0|0|0|0
Acalypha angatensis|71|9.26|12|2|3|0|0|0|0
Acalypha apodanthes|113|12|12|1|0|0|0|0|0
Acalypha brasiliensis|234|10.17|12|2|3|0|0|0|0
Acalypha cardiophylla|33|12|12|1|0|0|0|0|0
Acalypha caturus|102|12|12|1|0|0|0|0|0
Acalypha chirindica|45|12|12|1|0|0|0|0|0
Acalypha chocoana|2|12|12|1|0|0|0|0|1
Acalypha cuneata|363|12|12|1|0|0|0|0|0
Acalypha diversifolia|1947|12|12|1|0|0|0|0|0
Acalypha emirnensis|12|12|12|1|0|0|0|0|0
Acalypha flagellata|14|12|12|1|0|0|0|0|0
Acalypha forsteriana|12|12|12|1|0|0|0|0|0
Acalypha fruticosa|123|12|12|1|0|0|0|0|0
Acalypha glabrata|122|11.04|12|2|3|0|0|0|0
Acalypha grandibracteata|9|12|12|1|0|0|0|0|0
Acalypha grandis|69|12|12|1|0|0|0|0|0
Acalypha hellwigii|115|9.09|12|2|3|0|0|0|0
Acalypha insulana|5|12|12|1|0|0|0|0|0
Acalypha lancetillae|13|12|12|1|0|0|0|0|0
Acalypha lepinei|2|12|12|1|0|0|0|0|1
Acalypha longispica|25|12|12|1|0|0|0|0|0
Acalypha lyonsii|10|12|12|1|0|0|0|0|0
Acalypha macrostachya|1495|10.18|12|2|3|0|0|0|0
Acalypha muelleriana|34|12|12|1|0|0|0|0|0
Acalypha neptunica|104|12|12|1|0|0|0|0|0
Acalypha novoguineensis|13|12|12|1|0|0|0|0|0
Acalypha ornata|240|12|12|1|0|0|0|0|0
Acalypha padifolia|75|11.03|12|2|3|0|0|0|0
Acalypha pancheriana|16|12|12|1|0|0|0|0|0
Acalypha peruviana|29|0.79|12|2|9|9|9|3|0
Acalypha platyphylla|138|1.11|12|2|9|9|3|0|0
Acalypha pubiflora|13|12|12|1|0|0|0|0|0
Acalypha raivavensis|3|12|12|1|0|0|0|0|0
Acalypha rapensis|3|12|12|1|0|0|0|0|0
Acalypha repanda|19|12|12|1|0|0|0|0|0
Acalypha rivularis|2|12|12|1|0|0|0|0|0
Acalypha schiedeana|383|12|12|1|0|0|0|0|0
Acalypha skutchii|62|12|12|1|0|0|0|0|0
Acalypha sonderiana|11|12|12|1|0|0|0|0|0
Acalypha stachyura|227|12|12|1|0|0|0|0|0
Acalypha stellata|4|12|12|1|0|0|0|0|0
Acalypha stenoloba|173|1.06|12|2|9|9|3|0|0
Acalypha stricta|234|12|12|1|0|0|0|0|0
Acalypha subintegra|2|12|12|1|0|0|0|0|1
Acalypha tenuifolia|6|12|12|1|0|0|0|0|0
Acalypha vellamea|23|12|12|1|0|0|0|0|0
Acalypha villosa|555|12|12|1|0|0|0|0|0
Acalypha wilkesiana|505|10.15|12|2|3|0|0|0|0
Acanthella sprucei|152|12|12|1|0|0|0|0|1
Acanthocladus dichromus|24|12|12|1|0|0|0|0|0
Acanthocladus dukei|1|12|12|1|0|0|0|0|1
Acanthocladus guayaquilensis|2|12|12|1|0|0|0|0|0
Acanthocladus pulcherrimus|13|12|12|1|0|0|0|0|0
Acanthocladus santosii|3|12|12|1|0|0|0|0|0
Acanthocladus scleroxylon|7|12|12|1|0|0|0|0|0
Acanthophoenix crinita|16|6.6|12|2|9|3|0|0|0
Acanthophoenix rubra|18|8.8|12|2|3|0|0|0|0
Acanthosyris annonagustata|14|12|12|1|0|0|0|0|0
Acanthosyris asipapote|3|12|12|1|0|0|0|0|0
Acanthosyris falcata|26|12|12|1|0|0|0|0|0
Acanthosyris glabrata|14|12|12|1|0|0|0|0|0
Acanthosyris paulo-alvinii|3|12|12|1|0|0|0|0|1
Acanthosyris spinescens|16|12|12|1|0|0|0|0|0
Acca lanuginosa|1|12|12|1|0|0|0|0|0
Acca macrostema|6|0|12|2|9|9|9|3|0
Acca sellowiana|353|7.26|12|2|9|3|0|0|0
Acer acuminatum|36|2.31|7.96|0|0|2|3|0|0
Acer amamiense|1|12|12|1|0|0|0|0|0
Acer amplum|47|7|9.95|0|2|3|0|0|0
Acer argutum|265|4|7.4|0|0|1|0|0|0
Acer barbinerve|139|3.44|6.63|0|0|2|3|0|0
Acer buergerianum|248|5.99|12|2|9|3|0|0|0
Acer caesium|41|0.73|9|0|2|9|9|3|0
Acer calcaratum|6|12|12|1|0|0|0|0|0
Acer campbellii|161|4.01|12|2|9|3|0|0|0
Acer campestre|99462|4.21|7.49|0|0|1|0|0|0
Acer capillipes|179|4.64|8|0|2|3|0|0|0
Acer cappadocicum|296|3.85|8.91|0|2|9|3|0|0
Acer carpinifolium|613|4.92|8.23|0|2|3|0|0|0
Acer caudatifolium|253|5.3|12|2|9|3|0|0|0
Acer caudatum|425|2.13|7.37|0|0|2|3|0|0
Acer chiangdaoense|4|12|12|1|0|0|0|0|0
Acer circinatum|2545|3.17|7.2|0|0|2|3|0|0
Acer cissifolium|392|4.73|8.47|0|2|3|0|0|0
Acer cordatum|90|7.07|11.95|0|2|3|0|0|0
Acer coriaceifolium|44|7|11.95|0|2|3|0|0|0
Acer crassum|3|10|12|2|3|0|0|0|0
Acer crataegifolium|962|5.25|8|0|2|3|0|0|0
Acer davidii|389|4.76|10.93|0|2|3|0|0|0
Acer diabolicum|275|5.02|8.59|0|2|3|0|0|0
Acer distylum|279|3.49|7.66|0|0|2|3|0|0
Acer duplicatoserratum|32|6.73|12|2|9|3|0|0|0
Acer erianthum|39|4.22|9.92|0|2|3|0|0|0
Acer erythranthum|2|12|12|1|0|0|0|0|0
Acer fabri|127|7.19|12|2|9|3|0|0|0
Acer fenzelianum|3|11|12|2|3|0|0|0|0
Acer glabrum|3432|1.83|5.95|0|0|2|3|0|0
Acer gracilifolium|2|7|7|0|0|1|0|0|0
Acer granatense|765|4.6|9.17|0|2|3|0|0|0
Acer griseum|95|4.06|9|0|2|3|0|0|0
Acer heldreichii|100|1.38|7|0|0|2|3|0|0
Acer henryi|76|6.02|9.91|0|2|3|0|0|0
Acer hyrcanum|32|4|7.83|0|0|1|0|0|0
Acer japonicum|972|3.34|7.44|0|0|2|3|0|0
Acer laevigatum|66|5.77|12|2|9|3|0|0|0
Acer laurinum|53|6.45|12|2|9|3|0|0|0
Acer leipoense|3|9|9|0|1|0|0|0|0
Acer longipes|16|5.15|11.64|0|2|3|0|0|0
Acer lucidum|7|9|10|0|1|0|0|0|0
Acer macrophyllum|4923|4.23|10.88|0|2|3|0|0|0
Acer mandshuricum|125|4.02|6.69|0|0|1|0|0|0
Acer miaoshanicum|1|9|9|0|1|0|0|0|0
Acer micranthum|562|3.62|7.5|0|0|2|3|0|0
Acer miyabei|17|4.17|8.77|0|2|3|0|0|0
Acer monspessulanum|7955|4.73|8.71|0|2|3|0|0|0
Acer morifolium|12|6.08|11.9|0|2|3|0|0|0
Acer negundo|41392|4.19|10.55|0|2|3|0|0|0
Acer nipponicum|220|2.71|7.11|0|0|2|3|0|0
Acer oblongum|218|7.22|12|2|9|3|0|0|0
Acer obtusifolium|56|7.04|12|2|9|3|0|0|0
Acer oligocarpum|2|9|11|0|1|0|0|0|0
Acer oliverianum|223|6.32|12|2|9|3|0|0|0
Acer opalus|6001|3.57|6.99|0|0|2|3|0|0
Acer palmatum|4008|4.69|8.94|0|2|3|0|0|0
Acer pauciflorum|5|8|9|0|1|0|0|0|0
Acer paxii|38|5.87|12|2|9|3|0|0|0
Acer pectinatum|116|3.18|11.67|0|2|9|3|0|0
Acer pensylvanicum|4577|3.8|6.84|0|0|2|3|0|0
Acer pentaphyllum|8|6|9|0|2|3|0|0|0
Acer pentapomicum|7|5|11|0|2|3|0|0|0
Acer pictum|3094|3.76|8.25|0|2|9|3|0|0
Acer pilosum|8|5|7|0|0|1|0|0|0
Acer platanoides|114582|3.09|6.92|0|0|2|3|0|0
Acer pseudoplatanus|151449|3.66|6.96|0|0|2|3|0|0
Acer pseudosieboldianum|947|4.52|7.82|0|0|1|0|0|0
Acer pubipalmatum|5|8|9|0|1|0|0|0|0
Acer pycnanthum|6|6|8|0|2|3|0|0|0
Acer robustum|15|5.25|9|0|2|3|0|0|0
Acer rubescens|9|7|12|2|9|3|0|0|0
Acer rubrum|14718|4.1|11.62|0|2|3|0|0|0
Acer rufinerve|1109|3.95|8.17|0|2|9|3|0|0
Acer saccharinum|10664|4.21|7.9|0|0|1|0|0|0
Acer saccharum|7124|4.06|7.73|0|0|1|0|0|0
Acer sempervirens|76|5.51|12|2|9|3|0|0|0
Acer shenkanense|1|0|0|0|0|0|0|1|0
Acer shirasawanum|437|3.7|7.76|0|0|2|3|0|0
Acer sieboldianum|949|4.26|7.99|0|0|1|0|0|0
Acer sikkimense|27|4.85|12|2|9|3|0|0|0
Acer sino-oblongum|7|9|12|2|3|0|0|0|0
Acer sinopurpurascens|4|7|8|0|2|3|0|0|0
Acer sosnowskyi|1|5|5|0|0|1|0|0|0
Acer spicatum|2674|3.25|5.95|0|0|2|3|0|0
Acer stachyophyllum|58|1.27|9|0|2|9|3|0|0
Acer sterculiaceum|66|4.51|11.13|0|2|3|0|0|0
Acer sutchuenense|5|5|9|0|2|3|0|0|0
Acer tataricum|4548|3.87|7.68|0|0|2|3|0|0
Acer tegmentosum|147|3.51|6.59|0|0|2|3|0|0
Acer tenellum|11|7.02|9|0|2|3|0|0|0
Acer tibetense|1|6|6|0|0|1|0|0|0
Acer tonkinense|21|9|12|2|3|0|0|0|0
Acer triflorum|164|4.42|7|0|0|1|0|0|0
Acer truncatum|138|5|8.64|0|2|3|0|0|0
Acer tschonoskii|393|2.67|6.82|0|0|2|3|0|0
Acer tutcheri|21|9|12|2|3|0|0|0|0
Acer velutinum|13|5.08|8|0|2|3|0|0|0
Acer wangchii|2|9|10|0|1|0|0|0|0
Acer wardii|26|4|9.4|0|2|3|0|0|0
Acer yui|2|5|7|0|0|1|0|0|0
Aceratium archboldianum|9|12|12|1|0|0|0|0|0
Aceratium brassii|12|12|12|1|0|0|0|0|0
Aceratium concinnum|43|12|12|1|0|0|0|0|0
Aceratium doggrellii|41|12|12|1|0|0|0|0|0
Aceratium ferrugineum|42|12|12|1|0|0|0|0|0
Aceratium ledermannii|32|12|12|1|0|0|0|0|0
Aceratium megalospermum|102|12|12|1|0|0|0|0|0
Aceratium muellerianum|16|12|12|1|0|0|0|0|0
Aceratium oppositifolium|80|12|12|1|0|0|0|0|0
Aceratium pachypetalum|7|12|12|1|0|0|0|0|0
Aceratium parvifolium|11|12|12|1|0|0|0|0|0
Aceratium pittosporoides|9|12|12|1|0|0|0|0|0
Aceratium sericeum|3|12|12|1|0|0|0|0|0
Aceratium sericoleopsis|18|12|12|1|0|0|0|0|0
Aceratium sinuatum|3|12|12|1|0|0|0|0|0
Aceratium sphaerocarpum|5|12|12|1|0|0|0|0|1
Aceratium tomentosum|8|0|12|2|9|9|9|3|0
Achatocarpus gracilis|66|12|12|1|0|0|0|0|0
Achatocarpus nigricans|359|12|12|1|0|0|0|0|0
Achatocarpus praecox|201|11.09|12|2|3|0|0|0|0
Achatocarpus pubescens|95|12|12|1|0|0|0|0|0
Achyranthes arborescens|1|12|12|1|0|0|0|0|0
Achyranthes marchionica|2|12|12|1|0|0|0|0|0
Acidocroton gentryi|2|12|12|1|0|0|0|0|1
Acidocroton verrucosus|2|12|12|1|0|0|0|0|0
Acioa dolichopoda|36|12|12|1|0|0|0|0|1
Acioa edulis|9|12|12|1|0|0|0|0|1
Acioa guianensis|9|12|12|1|0|0|0|0|1
Acioa longipendula|9|12|12|1|0|0|0|0|1
Acioa schultesii|9|12|12|1|0|0|0|0|0
Acioa somnolens|1|12|12|1|0|0|0|0|1
Ackama australiensis|15|12|12|1|0|0|0|0|0
Ackama nubicola|5|9|12|2|3|0|0|0|0
Ackama paniculosa|5|11|12|2|3|0|0|0|0
Ackama rosifolia|2|12|12|1|0|0|0|0|0
Acmanthera cowanii|1|12|12|1|0|0|0|0|1
Acmanthera duckei|1|12|12|1|0|0|0|0|1
Acmanthera latifolia|20|12|12|1|0|0|0|0|1
Acmanthera longifolia|2|12|12|1|0|0|0|0|1
Acmanthera parviflora|5|12|12|1|0|0|0|0|0
Acmopyle pancheri|53|12|12|1|0|0|0|0|0
Acmopyle sahniana|5|12|12|1|0|0|0|0|0
Acoelorraphe wrightii|325|12|12|1|0|0|0|0|0
Acokanthera laevigata|3|12|12|1|0|0|0|0|0
Acokanthera oblongifolia|59|11.05|12|2|3|0|0|0|0
Acokanthera oppositifolia|117|10.37|12|2|3|0|0|0|0
Acokanthera rotundata|29|12|12|1|0|0|0|0|0
Acokanthera schimperi|56|12|12|1|0|0|0|0|0
Acosmium cardenasii|54|12|12|1|0|0|0|0|0
Acosmium diffusissimum|18|12|12|1|0|0|0|0|0
Acosmium lentiscifolium|28|12|12|1|0|0|0|0|0
Acradenia euodiiformis|260|8.19|12|2|3|0|0|0|0
Acradenia frankliniae|77|5.61|8|0|2|3|0|0|0
Acranthera athroophlebia|3|12|12|1|0|0|0|0|0
Acridocarpus austrocaledonicus|15|12|12|1|0|0|0|0|0
Acridocarpus excelsus|75|12|12|1|0|0|0|0|0
Acridocarpus humbertii|7|12|12|1|0|0|0|0|0
Acridocarpus katangensis|12|12|12|1|0|0|0|0|0
Acridocarpus macrocalyx|34|12|12|1|0|0|0|0|1
Acridocarpus natalitius|72|12|12|1|0|0|0|0|0
Acridocarpus perrieri|7|12|12|1|0|0|0|0|0
Acridocarpus plagiopterus|45|12|12|1|0|0|0|0|0
Acridocarpus socotranus|12|12|12|1|0|0|0|0|0
Acridocarpus spectabilis|24|12|12|1|0|0|0|0|0
Acritopappus buiquensis|6|12|12|1|0|0|0|0|0
Acritopappus catolesensis|37|12|12|1|0|0|0|0|0
Acritopappus confertus|188|12|12|1|0|0|0|0|0
Acritopappus connatifolius|12|12|12|1|0|0|0|0|0
Acritopappus harleyi|3|12|12|1|0|0|0|0|0
Acritopappus heterolepis|79|12|12|1|0|0|0|0|0
Acritopappus irwinii|10|12|12|1|0|0|0|0|0
Acritopappus pintoi|7|12|12|1|0|0|0|0|0
Acritopappus prunifolius|23|12|12|1|0|0|0|0|0
Acritopappus subtomentosus|2|12|12|1|0|0|0|0|0
Acritopappus teixeirae|7|12|12|1|0|0|0|0|0
Acrocarpus fraxinifolius|53|11.04|12|2|3|0|0|0|0
Acrocomia aculeata|389|12|12|1|0|0|0|0|0
Acrocomia glaucescens|4|12|12|1|0|0|0|0|0
Acrocomia hassleri|19|12|12|1|0|0|0|0|0
Acrocomia intumescens|24|12|12|1|0|0|0|0|0
Acrocomia totai|35|12|12|1|0|0|0|0|0
Acronychia aberrans|29|12|12|1|0|0|0|0|0
Acronychia acidula|101|12|12|1|0|0|0|0|0
Acronychia acronychioides|152|12|12|1|0|0|0|0|0
Acronychia acuminata|26|12|12|1|0|0|0|0|0
Acronychia baeuerlenii|149|10.19|12|2|3|0|0|0|0
Acronychia carrii|1|12|12|1|0|0|0|0|0
Acronychia cartilaginea|2|12|12|1|0|0|0|0|0
Acronychia chooreechillum|66|12|12|1|0|0|0|0|0
Acronychia crassipetala|63|12|12|1|0|0|0|0|0
Acronychia dimorphocalyx|3|12|12|1|0|0|0|0|1
Acronychia emarginata|10|0|12|2|9|9|9|3|0
Acronychia eungellensis|22|12|12|1|0|0|0|0|0
Acronychia foveata|5|12|12|1|0|0|0|0|0
Acronychia glauca|2|12|12|1|0|0|0|0|0
Acronychia imperforata|350|12|12|1|0|0|0|0|0
Acronychia intermedia|2|12|12|1|0|0|0|0|0
Acronychia kaindiensis|7|12|12|1|0|0|0|0|0
Acronychia laevis|535|11.07|12|2|3|0|0|0|0
Acronychia ledermannii|12|0|12|2|9|9|9|3|0
Acronychia littoralis|103|12|12|1|0|0|0|0|0
Acronychia macrocalyx|3|12|12|1|0|0|0|0|0
Acronychia montana|20|0|12|2|9|9|9|3|0
Acronychia murina|46|0.72|12|2|9|9|9|3|0
Acronychia normanbiensis|1|12|12|1|0|0|0|0|1
Acronychia oblongifolia|1278|8.54|12|2|3|0|0|0|0
Acronychia octandra|130|9.38|12|2|3|0|0|0|0
Acronychia parviflora|83|12|12|1|0|0|0|0|0
Acronychia pauciflora|132|12|12|1|0|0|0|0|0
Acronychia pedunculata|219|9.26|12|2|3|0|0|0|0
Acronychia pubescens|333|8.47|12|2|3|0|0|0|0
Acronychia pullei|11|0.11|12|2|9|9|9|3|0
Acronychia reticulata|2|12|12|1|0|0|0|0|1
Acronychia richards-beehleri|1|12|12|1|0|0|0|0|0
Acronychia rugosa|7|0|12|2|9|9|9|3|0
Acronychia schistacea|4|12|12|1|0|0|0|0|0
Acronychia smithii|4|12|12|1|0|0|0|0|0
Acronychia suberosa|84|9.16|12|2|3|0|0|0|0
Acronychia trifoliolata|65|1.02|12|2|9|9|3|0|0
Acronychia vestita|99|12|12|1|0|0|0|0|0
Acronychia wabagensis|3|12|12|1|0|0|0|0|0
Acronychia wilcoxiana|149|11.07|12|2|3|0|0|0|0
Acropogon aoupiniensis|9|12|12|1|0|0|0|0|0
Acropogon austrocaledonicus|6|12|12|1|0|0|0|0|0
Acropogon bosseri|5|12|12|1|0|0|0|0|0
Acropogon bullatus|10|12|12|1|0|0|0|0|0
Acropogon calcicola|1|12|12|1|0|0|0|0|0
Acropogon chalopiniae|3|12|12|1|0|0|0|0|0
Acropogon domatifer|5|12|12|1|0|0|0|0|0
Acropogon dzumacensis|23|12|12|1|0|0|0|0|0
Acropogon fatsioides|4|12|12|1|0|0|0|0|0
Acropogon francii|6|12|12|1|0|0|0|0|0
Acropogon grandiflorus|3|12|12|1|0|0|0|0|0
Acropogon jaffrei|7|12|12|1|0|0|0|0|0
Acropogon macrocarpus|5|12|12|1|0|0|0|0|0
Acropogon margaretae|7|12|12|1|0|0|0|0|0
Acropogon megaphyllus|2|12|12|1|0|0|0|0|0
Acropogon merytifolius|10|12|12|1|0|0|0|0|0
Acropogon moratianus|5|12|12|1|0|0|0|0|0
Acropogon paagoumenensis|1|12|12|1|0|0|0|0|0
Acropogon pilosus|3|12|12|1|0|0|0|0|0
Acropogon sageniifolius|1|12|12|1|0|0|0|0|0
Acropogon schefflerifolius|16|12|12|1|0|0|0|0|0
Acropogon schistophilus|4|12|12|1|0|0|0|0|0
Acropogon schumannianus|26|12|12|1|0|0|0|0|0
Acropogon tireliae|1|12|12|1|0|0|0|0|0
Acropogon veillonii|4|12|12|1|0|0|0|0|0
Acrosynanthus parvifolius|3|12|12|1|0|0|0|0|0
Actephila championiae|8|12|12|1|0|0|0|0|0
Actephila excelsa|86|12|12|1|0|0|0|0|0
Actephila flavescens|5|12|12|1|0|0|0|0|0
Actephila lindleyi|378|11.01|12|2|3|0|0|0|0
Actephila merrilliana|4|12|12|1|0|0|0|0|0
Actephila ovalis|16|12|12|1|0|0|0|0|1
Actephila petiolaris|22|12|12|1|0|0|0|0|0
Actephila plicata|13|12|12|1|0|0|0|0|0
Actephila sessilifolia|57|12|12|1|0|0|0|0|0
Actephila subsessilis|9|12|12|1|0|0|0|0|0
Actinidia eriantha|98|8.06|12|2|3|0|0|0|0
Actinocheita filicina|96|12|12|1|0|0|0|0|0
Actinodaphne acuminata|231|7.09|12|2|9|3|0|0|0
Actinodaphne amabilis|1|12|12|1|0|0|0|0|1
Actinodaphne borneensis|19|12|12|1|0|0|0|0|1
Actinodaphne bourdillonii|2|12|12|1|0|0|0|0|0
Actinodaphne brassii|2|12|12|1|0|0|0|0|1
Actinodaphne cuneata|1|12|12|1|0|0|0|0|1
Actinodaphne cupularis|34|7.05|9.98|0|2|3|0|0|0
Actinodaphne diversifolia|12|12|12|1|0|0|0|0|0
Actinodaphne elegans|2|12|12|1|0|0|0|0|1
Actinodaphne forrestii|7|9|12|2|3|0|0|0|0
Actinodaphne glabra|15|12|12|1|0|0|0|0|0
Actinodaphne glauca|2|12|12|1|0|0|0|0|0
Actinodaphne glomerata|47|12|12|1|0|0|0|0|1
Actinodaphne henryi|8|12|12|1|0|0|0|0|0
Actinodaphne hirsuta|2|12|12|1|0|0|0|0|1
Actinodaphne hookeri|9|12|12|1|0|0|0|0|0
Actinodaphne johorensis|2|12|12|1|0|0|0|0|1
Actinodaphne kinabaluensis|3|0|12|2|9|9|9|3|0
Actinodaphne koshepangii|1|9|9|0|1|0|0|0|0
Actinodaphne kweichowensis|9|9|12|2|3|0|0|0|0
Actinodaphne latifolia|1|12|12|1|0|0|0|0|0
Actinodaphne lawsonii|1|12|12|1|0|0|0|0|0
Actinodaphne lecomtei|9|9|10|0|1|0|0|0|0
Actinodaphne ledermannii|1|12|12|1|0|0|0|0|0
Actinodaphne leiantha|1|12|12|1|0|0|0|0|1
Actinodaphne longipes|1|6|6|0|0|1|0|0|0
Actinodaphne macrophylla|18|12|12|1|0|0|0|0|1
Actinodaphne macroptera|1|12|12|1|0|0|0|0|1
Actinodaphne madraspatana|2|12|12|1|0|0|0|0|0
Actinodaphne malaccensis|1|12|12|1|0|0|0|0|1
Actinodaphne montana|11|12|12|1|0|0|0|0|0
Actinodaphne multiflora|5|12|12|1|0|0|0|0|0
Actinodaphne mushaensis|79|6.38|12|2|9|3|0|0|0
Actinodaphne myriantha|9|12|12|1|0|0|0|0|0
Actinodaphne nitida|39|12|12|1|0|0|0|0|0
Actinodaphne obovata|9|5|12|2|9|3|0|0|0
Actinodaphne obscurinervia|1|9|9|0|1|0|0|0|0
Actinodaphne omeiensis|6|9|11|0|1|0|0|0|0
Actinodaphne paotingensis|1|12|12|1|0|0|0|0|0
Actinodaphne pauciflora|1|12|12|1|0|0|0|0|1
Actinodaphne percoriacea|3|0|12|2|9|9|9|3|0
Actinodaphne perlucida|1|9|9|0|1|0|0|0|0
Actinodaphne pilosa|22|11.05|12|2|3|0|0|0|0
Actinodaphne procera|4|12|12|1|0|0|0|0|1
Actinodaphne pruinosa|36|12|12|1|0|0|0|0|0
Actinodaphne reticulata|1|12|12|1|0|0|0|0|0
Actinodaphne rufescens|2|12|12|1|0|0|0|0|1
Actinodaphne semengohensis|1|12|12|1|0|0|0|0|1
Actinodaphne sesquipedalis|5|12|12|1|0|0|0|0|0
Actinodaphne sikkimensis|1|9|9|0|1|0|0|0|0
Actinodaphne soepadmoi|2|12|12|1|0|0|0|0|1
Actinodaphne spathulifolia|1|12|12|1|0|0|0|0|0
Actinodaphne speciosa|2|12|12|1|0|0|0|0|0
Actinodaphne stenophylla|3|12|12|1|0|0|0|0|0
Actinodaphne sulcata|3|12|12|1|0|0|0|0|0
Actinodaphne tayabensis|1|12|12|1|0|0|0|0|1
Actinodaphne tomentosa|7|12|12|1|0|0|0|0|0
Actinodaphne trichocarpa|8|9|9|0|1|0|0|0|0
Actinodaphne tsaii|2|9|12|2|3|0|0|0|0
Actinodaphne venosa|5|12|12|1|0|0|0|0|1
Actinodaphne wightiana|3|12|12|1|0|0|0|0|0
Actinokentia divaricata|30|12|12|1|0|0|0|0|0
Actinokentia huerlimannii|3|12|12|1|0|0|0|0|0
Actinorhytis calapparia|8|12|12|1|0|0|0|0|0
Actinostemon amazonicus|23|12|12|1|0|0|0|0|0
Actinostemon caribaeus|14|12|12|1|0|0|0|0|0
Actinostemon concepcionis|67|12|12|1|0|0|0|0|0
Actinostemon concolor|463|9.28|12|2|3|0|0|0|0
Actinostemon echinatus|3|12|12|1|0|0|0|0|0
Actinostemon klotzschii|118|12|12|1|0|0|0|0|0
